dist,x_pos,y_pos,width,height,devi
10,26.17532730102539,126.57776641845705,638.5650024414062,336.11614990234375,-213.8246726989746
20,104.46971893310548,294.60626220703125,424.245361328125,198.55853271484372,-215.53028106689453
20,102.624267578125,288.4808654785156,378.9503173828125,195.3710021972656,-217.375732421875
20,76.70587158203125,86.20072937011719,546.185546875,378.3903198242188,-163.29412841796875
20,109.08888244628906,286.8478698730469,379.71148681640625,194.68417358398438,-210.91111755371094
20,30.401287078857425,125.42459869384766,631.3137817382812,335.2560119628906,-209.59871292114258
20,30.723743438720703,124.17257690429688,631.3056030273438,336.3306579589844,-209.2762565612793
20,28.504924774169922,125.8299789428711,634.4966430664062,336.025146484375,-211.49507522583008
20,29.76356506347656,124.78985595703124,632.4559936523438,336.19647216796875,-210.23643493652344
30,108.88380432128906,286.39324951171875,377.6070556640625,195.96768188476562,-211.11619567871094
30,107.86170959472656,286.6588439941406,380.3651123046875,195.12783813476562,-212.13829040527344
30,107.49139404296875,287.2386779785156,377.7529296875,194.93435668945312,-212.50860595703125
30,123.75198364257812,254.40090942382812,353.0849609375,231.85610961914062,-196.24801635742188
30,107.51335144042969,286.8779296875,380.11102294921875,195.29244995117188,-212.4866485595703
30,78.47970581054688,84.98501586914062,541.189453125,377.5596008300781,-161.52029418945312
30,130.81564331054688,69.80522918701172,379.3625793457031,394.8638305664063,-109.18435668945312
30,102.78199768066406,288.6290588378906,376.8538818359375,195.52349853515625,-217.21800231933602
30,102.1304168701172,288.8861999511719,378.09381103515625,196.10287475585938,-217.8695831298828
30,102.53350830078124,288.51617431640625,378.9669189453125,196.2401123046875,-217.46649169921875
30,125.0619659423828,256.963134765625,353.01971435546875,230.0325927734375,-194.9380340576172
30,103.83033752441406,294.9648742675781,426.3824462890625,199.09976196289062,-216.16966247558597
30,76.90864562988281,86.04024505615234,544.4491577148439,375.6903991699219,-163.0913543701172
30,107.2085952758789,293.6464538574219,420.7773742675781,198.58084106445312,-212.7914047241211
30,77.97712707519531,85.06678009033203,542.1001586914061,377.7743835449219,-162.0228729248047
30,105.85792541503906,294.4722595214844,424.04736328125,198.568115234375,-214.1420745849609
30,78.98418426513672,85.33806610107422,540.7362670898439,377.46142578125,-161.01581573486328
30,124.37976837158205,255.50294494628903,355.52606201171875,230.7442779541016,-195.620231628418
30,102.2404327392578,288.4244384765625,376.60009765625,195.87249755859366,-217.7595672607422
30,105.0320816040039,293.68902587890625,423.4367980957031,199.18365478515625,-214.9679183959961
40,123.96650695800781,255.34803771972656,352.670166015625,230.90199279785156,-196.0334930419922
40,124.14867401123047,255.40646362304688,352.1417236328125,231.30105590820312,-195.85132598876953
40,124.0969467163086,254.75958251953125,352.3815002441406,231.54989624023438,-195.9030532836914
40,162.72219848632812,239.8334197998047,295.3975524902344,244.95521545410156,-157.27780151367188
40,132.05995178222656,70.04918670654297,377.1865234375,393.3973388671875,-107.94004821777344
40,124.21876525878906,254.67982482910156,352.09014892578125,231.67835998535156,-195.78123474121094
40,131.2642822265625,70.01521301269531,377.67022705078125,394.52044677734375,-108.7357177734375
40,123.11634063720705,255.54574584960938,355.05230712890625,230.71441650390625,-196.88365936279297
40,158.77459716796875,239.97836303710938,294.67169189453125,245.42007446289062,-161.22540283203125
40,131.31756591796878,69.72185516357422,378.6771545410156,394.77276611328125,-108.68243408203124
40,125.32875061035156,257.16314697265625,353.9630126953125,230.54733276367188,-194.67124938964844
40,159.3038330078125,63.078590393066406,327.94866943359375,345.65826416015625,-80.6961669921875
40,131.22636413574222,69.40635681152344,378.821044921875,395.00323486328125,-108.7736358642578
40,126.84449768066406,257.57257080078125,353.02642822265625,230.03045654296875,-193.15550231933602
40,125.9659423828125,257.46701049804693,352.67437744140625,230.31915283203125,-194.0340576171875
